province_name,bin,count,variable,bin_label
Abra,"(9999.999, 32000.0]",27,food,9k - 32k
Abra,"(32000.0, 54000.0]",165,food,32k - 54k
Abra,"(54000.0, 76000.0]",283,food,54k - 76k
Abra,"(76000.0, 98000.0]",314,food,76k - 98k
Abra,"(98000.0, 120000.0]",250,food,98k - 120k
Abra,"(120000.0, 142000.0]",183,food,120k - 142k
Abra,"(142000.0, 164000.0]",93,food,142k - 164k
Abra,"(164000.0, 186000.0]",70,food,164k - 186k
Abra,"(186000.0, 208000.0]",45,food,186k - 208k
Abra,"(208000.0, 230000.0]",14,food,208k - 230k
Abra,"(-0.001, 11000.0]",41,housing,0k - 11k
Abra,"(11000.0, 22000.0]",291,housing,11k - 22k
Abra,"(22000.0, 33000.0]",431,housing,22k - 33k
Abra,"(33000.0, 44000.0]",291,housing,33k - 44k
Abra,"(44000.0, 55000.0]",168,housing,44k - 55k
Abra,"(55000.0, 66000.0]",83,housing,55k - 66k
Abra,"(66000.0, 77000.0]",68,housing,66k - 77k
Abra,"(77000.0, 88000.0]",32,housing,77k - 88k
Abra,"(88000.0, 99000.0]",25,housing,88k - 99k
Abra,"(99000.0, 110000.0]",13,housing,99k - 110k
Abra,"(-0.001, 7000.0]",7,col,0k - 7k
Abra,"(7000.0, 14000.0]",146,col,7k - 14k
Abra,"(14000.0, 21000.0]",357,col,14k - 21k
Abra,"(21000.0, 28000.0]",352,col,21k - 28k
Abra,"(28000.0, 35000.0]",265,col,28k - 35k
Abra,"(35000.0, 42000.0]",152,col,35k - 42k
Abra,"(42000.0, 49000.0]",84,col,42k - 49k
Abra,"(49000.0, 56000.0]",38,col,49k - 56k
Abra,"(56000.0, 63000.0]",34,col,56k - 63k
Abra,"(63000.0, 70000.0]",14,col,63k - 70k
Abra,"(-0.001, 15000.0]",77,income,0k - 15k
Abra,"(15000.0, 30000.0]",448,income,15k - 30k
Abra,"(30000.0, 45000.0]",451,income,30k - 45k
Abra,"(45000.0, 60000.0]",229,income,45k - 60k
Abra,"(60000.0, 75000.0]",103,income,60k - 75k
Abra,"(75000.0, 90000.0]",59,income,75k - 90k
Abra,"(90000.0, 105000.0]",35,income,90k - 105k
Abra,"(105000.0, 120000.0]",20,income,105k - 120k
Abra,"(120000.0, 135000.0]",13,income,120k - 135k
Abra,"(135000.0, 150000.0]",11,income,135k - 150k
Abra,"(-0.001, 5000.0]",463,transport,0k - 5k
Abra,"(5000.0, 10000.0]",380,transport,5k - 10k
Abra,"(10000.0, 15000.0]",259,transport,10k - 15k
Abra,"(15000.0, 20000.0]",147,transport,15k - 20k
Abra,"(20000.0, 25000.0]",65,transport,20k - 25k
Abra,"(25000.0, 30000.0]",59,transport,25k - 30k
Abra,"(30000.0, 35000.0]",30,transport,30k - 35k
Abra,"(35000.0, 40000.0]",24,transport,35k - 40k
Abra,"(40000.0, 45000.0]",8,transport,40k - 45k
Abra,"(45000.0, 50000.0]",8,transport,45k - 50k
Agusan del Norte,"(-0.001, 25000.0]",33,food,0k - 25k
Agusan del Norte,"(25000.0, 50000.0]",270,food,25k - 50k
Agusan del Norte,"(50000.0, 75000.0]",672,food,50k - 75k
Agusan del Norte,"(75000.0, 100000.0]",744,food,75k - 100k
Agusan del Norte,"(100000.0, 125000.0]",474,food,100k - 125k
Agusan del Norte,"(125000.0, 150000.0]",267,food,125k - 150k
Agusan del Norte,"(150000.0, 175000.0]",155,food,150k - 175k
Agusan del Norte,"(175000.0, 200000.0]",75,food,175k - 200k
Agusan del Norte,"(200000.0, 225000.0]",49,food,200k - 225k
Agusan del Norte,"(225000.0, 250000.0]",30,food,225k - 250k
Agusan del Norte,"(-0.001, 18000.0]",659,housing,0k - 18k
Agusan del Norte,"(18000.0, 36000.0]",932,housing,18k - 36k
Agusan del Norte,"(36000.0, 54000.0]",492,housing,36k - 54k
Agusan del Norte,"(54000.0, 72000.0]",247,housing,54k - 72k
Agusan del Norte,"(72000.0, 90000.0]",143,housing,72k - 90k
Agusan del Norte,"(90000.0, 108000.0]",106,housing,90k - 108k
Agusan del Norte,"(108000.0, 126000.0]",71,housing,108k - 126k
Agusan del Norte,"(126000.0, 144000.0]",53,housing,126k - 144k
Agusan del Norte,"(144000.0, 162000.0]",28,housing,144k - 162k
Agusan del Norte,"(162000.0, 180000.0]",27,housing,162k - 180k
Agusan del Norte,"(-0.001, 10000.0]",113,col,0k - 10k
Agusan del Norte,"(10000.0, 20000.0]",819,col,10k - 20k
Agusan del Norte,"(20000.0, 30000.0]",819,col,20k - 30k
Agusan del Norte,"(30000.0, 40000.0]",461,col,30k - 40k
Agusan del Norte,"(40000.0, 50000.0]",227,col,40k - 50k
Agusan del Norte,"(50000.0, 60000.0]",128,col,50k - 60k
Agusan del Norte,"(60000.0, 70000.0]",87,col,60k - 70k
Agusan del Norte,"(70000.0, 80000.0]",55,col,70k - 80k
Agusan del Norte,"(80000.0, 90000.0]",39,col,80k - 90k
Agusan del Norte,"(90000.0, 100000.0]",25,col,90k - 100k
Agusan del Norte,"(-0.001, 19000.0]",389,income,0k - 19k
Agusan del Norte,"(19000.0, 38000.0]",1163,income,19k - 38k
Agusan del Norte,"(38000.0, 57000.0]",577,income,38k - 57k
Agusan del Norte,"(57000.0, 76000.0]",243,income,57k - 76k
Agusan del Norte,"(76000.0, 95000.0]",121,income,76k - 95k
Agusan del Norte,"(95000.0, 114000.0]",87,income,95k - 114k
Agusan del Norte,"(114000.0, 133000.0]",89,income,114k - 133k
Agusan del Norte,"(133000.0, 152000.0]",37,income,133k - 152k
Agusan del Norte,"(152000.0, 171000.0]",36,income,152k - 171k
Agusan del Norte,"(171000.0, 190000.0]",15,income,171k - 190k
Agusan del Norte,"(-0.001, 9000.0]",1077,transport,0k - 9k
Agusan del Norte,"(9000.0, 18000.0]",855,transport,9k - 18k
Agusan del Norte,"(18000.0, 27000.0]",387,transport,18k - 27k
Agusan del Norte,"(27000.0, 36000.0]",175,transport,27k - 36k
Agusan del Norte,"(36000.0, 45000.0]",104,transport,36k - 45k
Agusan del Norte,"(45000.0, 54000.0]",55,transport,45k - 54k
Agusan del Norte,"(54000.0, 63000.0]",38,transport,54k - 63k
Agusan del Norte,"(63000.0, 72000.0]",34,transport,63k - 72k
Agusan del Norte,"(72000.0, 81000.0]",19,transport,72k - 81k
Agusan del Norte,"(81000.0, 90000.0]",23,transport,81k - 90k
Agusan del Sur,"(9999.999, 31000.0]",33,food,9k - 31k
Agusan del Sur,"(31000.0, 52000.0]",148,food,31k - 52k
Agusan del Sur,"(52000.0, 73000.0]",321,food,52k - 73k
Agusan del Sur,"(73000.0, 94000.0]",376,food,73k - 94k
Agusan del Sur,"(94000.0, 115000.0]",271,food,94k - 115k
Agusan del Sur,"(115000.0, 136000.0]",154,food,115k - 136k
Agusan del Sur,"(136000.0, 157000.0]",68,food,136k - 157k
Agusan del Sur,"(157000.0, 178000.0]",64,food,157k - 178k
Agusan del Sur,"(178000.0, 199000.0]",26,food,178k - 199k
Agusan del Sur,"(199000.0, 220000.0]",32,food,199k - 220k
Agusan del Sur,"(-0.001, 11000.0]",236,housing,0k - 11k
Agusan del Sur,"(11000.0, 22000.0]",686,housing,11k - 22k
Agusan del Sur,"(22000.0, 33000.0]",295,housing,22k - 33k
Agusan del Sur,"(33000.0, 44000.0]",105,housing,33k - 44k
Agusan del Sur,"(44000.0, 55000.0]",61,housing,44k - 55k
Agusan del Sur,"(55000.0, 66000.0]",35,housing,55k - 66k
Agusan del Sur,"(66000.0, 77000.0]",31,housing,66k - 77k
Agusan del Sur,"(77000.0, 88000.0]",21,housing,77k - 88k
Agusan del Sur,"(88000.0, 99000.0]",11,housing,88k - 99k
Agusan del Sur,"(99000.0, 110000.0]",10,housing,99k - 110k
Agusan del Sur,"(-0.001, 7000.0]",21,col,0k - 7k
Agusan del Sur,"(7000.0, 14000.0]",258,col,7k - 14k
Agusan del Sur,"(14000.0, 21000.0]",525,col,14k - 21k
Agusan del Sur,"(21000.0, 28000.0]",338,col,21k - 28k
Agusan del Sur,"(28000.0, 35000.0]",167,col,28k - 35k
Agusan del Sur,"(35000.0, 42000.0]",74,col,35k - 42k
Agusan del Sur,"(42000.0, 49000.0]",47,col,42k - 49k
Agusan del Sur,"(49000.0, 56000.0]",25,col,49k - 56k
Agusan del Sur,"(56000.0, 63000.0]",15,col,56k - 63k
Agusan del Sur,"(63000.0, 70000.0]",22,col,63k - 70k
Agusan del Sur,"(-0.001, 13000.0]",93,income,0k - 13k
Agusan del Sur,"(13000.0, 26000.0]",627,income,13k - 26k
Agusan del Sur,"(26000.0, 39000.0]",435,income,26k - 39k
Agusan del Sur,"(39000.0, 52000.0]",153,income,39k - 52k
Agusan del Sur,"(52000.0, 65000.0]",71,income,52k - 65k
Agusan del Sur,"(65000.0, 78000.0]",35,income,65k - 78k
Agusan del Sur,"(78000.0, 91000.0]",25,income,78k - 91k
Agusan del Sur,"(91000.0, 104000.0]",23,income,91k - 104k
Agusan del Sur,"(104000.0, 117000.0]",15,income,104k - 117k
Agusan del Sur,"(117000.0, 130000.0]",9,income,117k - 130k
Agusan del Sur,"(-0.001, 5000.0]",515,transport,0k - 5k
Agusan del Sur,"(5000.0, 10000.0]",446,transport,5k - 10k
Agusan del Sur,"(10000.0, 15000.0]",261,transport,10k - 15k
Agusan del Sur,"(15000.0, 20000.0]",118,transport,15k - 20k
Agusan del Sur,"(20000.0, 25000.0]",65,transport,20k - 25k
Agusan del Sur,"(25000.0, 30000.0]",32,transport,25k - 30k
Agusan del Sur,"(30000.0, 35000.0]",20,transport,30k - 35k
Agusan del Sur,"(35000.0, 40000.0]",15,transport,35k - 40k
Agusan del Sur,"(40000.0, 45000.0]",8,transport,40k - 45k
Agusan del Sur,"(45000.0, 50000.0]",7,transport,45k - 50k
Aklan,"(9999.999, 32000.0]",56,food,9k - 32k
Aklan,"(32000.0, 54000.0]",144,food,32k - 54k
Aklan,"(54000.0, 76000.0]",231,food,54k - 76k
Aklan,"(76000.0, 98000.0]",310,food,76k - 98k
Aklan,"(98000.0, 120000.0]",294,food,98k - 120k
Aklan,"(120000.0, 142000.0]",191,food,120k - 142k
Aklan,"(142000.0, 164000.0]",105,food,142k - 164k
Aklan,"(164000.0, 186000.0]",73,food,164k - 186k
Aklan,"(186000.0, 208000.0]",31,food,186k - 208k
Aklan,"(208000.0, 230000.0]",20,food,208k - 230k
Aklan,"(-0.001, 18000.0]",216,housing,0k - 18k
Aklan,"(18000.0, 36000.0]",521,housing,18k - 36k
Aklan,"(36000.0, 54000.0]",280,housing,36k - 54k
Aklan,"(54000.0, 72000.0]",157,housing,54k - 72k
Aklan,"(72000.0, 90000.0]",114,housing,72k - 90k
Aklan,"(90000.0, 108000.0]",71,housing,90k - 108k
Aklan,"(108000.0, 126000.0]",42,housing,108k - 126k
Aklan,"(126000.0, 144000.0]",23,housing,126k - 144k
Aklan,"(144000.0, 162000.0]",17,housing,144k - 162k
Aklan,"(162000.0, 180000.0]",21,housing,162k - 180k
Aklan,"(-0.001, 9000.0]",49,col,0k - 9k
Aklan,"(9000.0, 18000.0]",242,col,9k - 18k
Aklan,"(18000.0, 27000.0]",415,col,18k - 27k
Aklan,"(27000.0, 36000.0]",345,col,27k - 36k
Aklan,"(36000.0, 45000.0]",180,col,36k - 45k
Aklan,"(45000.0, 54000.0]",95,col,45k - 54k
Aklan,"(54000.0, 63000.0]",58,col,54k - 63k
Aklan,"(63000.0, 72000.0]",44,col,63k - 72k
Aklan,"(72000.0, 81000.0]",19,col,72k - 81k
Aklan,"(81000.0, 90000.0]",14,col,81k - 90k
Aklan,"(-0.001, 18000.0]",128,income,0k - 18k
Aklan,"(18000.0, 36000.0]",478,income,18k - 36k
Aklan,"(36000.0, 54000.0]",402,income,36k - 54k
Aklan,"(54000.0, 72000.0]",210,income,54k - 72k
Aklan,"(72000.0, 90000.0]",84,income,72k - 90k
Aklan,"(90000.0, 108000.0]",59,income,90k - 108k
Aklan,"(108000.0, 126000.0]",35,income,108k - 126k
Aklan,"(126000.0, 144000.0]",23,income,126k - 144k
Aklan,"(144000.0, 162000.0]",18,income,144k - 162k
Aklan,"(162000.0, 180000.0]",18,income,162k - 180k
Aklan,"(-0.001, 7000.0]",493,transport,0k - 7k
Aklan,"(7000.0, 14000.0]",391,transport,7k - 14k
Aklan,"(14000.0, 21000.0]",235,transport,14k - 21k
Aklan,"(21000.0, 28000.0]",135,transport,21k - 28k
Aklan,"(28000.0, 35000.0]",91,transport,28k - 35k
Aklan,"(35000.0, 42000.0]",47,transport,35k - 42k
Aklan,"(42000.0, 49000.0]",26,transport,42k - 49k
Aklan,"(49000.0, 56000.0]",19,transport,49k - 56k
Aklan,"(56000.0, 63000.0]",18,transport,56k - 63k
Aklan,"(63000.0, 70000.0]",8,transport,63k - 70k
Albay,"(9999.999, 30000.0]",38,food,9k - 30k
Albay,"(30000.0, 50000.0]",173,food,30k - 50k
Albay,"(50000.0, 70000.0]",358,food,50k - 70k
Albay,"(70000.0, 90000.0]",342,food,70k - 90k
Albay,"(90000.0, 110000.0]",221,food,90k - 110k
Albay,"(110000.0, 130000.0]",148,food,110k - 130k
Albay,"(130000.0, 150000.0]",72,food,130k - 150k
Albay,"(150000.0, 170000.0]",49,food,150k - 170k
Albay,"(170000.0, 190000.0]",27,food,170k - 190k
Albay,"(190000.0, 210000.0]",12,food,190k - 210k
Albay,"(-0.001, 17000.0]",70,housing,0k - 17k
Albay,"(17000.0, 34000.0]",516,housing,17k - 34k
Albay,"(34000.0, 51000.0]",405,housing,34k - 51k
Albay,"(51000.0, 68000.0]",206,housing,51k - 68k
Albay,"(68000.0, 85000.0]",100,housing,68k - 85k
Albay,"(85000.0, 102000.0]",67,housing,85k - 102k
Albay,"(102000.0, 119000.0]",31,housing,102k - 119k
Albay,"(119000.0, 136000.0]",22,housing,119k - 136k
Albay,"(136000.0, 153000.0]",14,housing,136k - 153k
Albay,"(153000.0, 170000.0]",12,housing,153k - 170k
Albay,"(-0.001, 8000.0]",17,col,0k - 8k
Albay,"(8000.0, 16000.0]",238,col,8k - 16k
Albay,"(16000.0, 24000.0]",484,col,16k - 24k
Albay,"(24000.0, 32000.0]",350,col,24k - 32k
Albay,"(32000.0, 40000.0]",151,col,32k - 40k
Albay,"(40000.0, 48000.0]",83,col,40k - 48k
Albay,"(48000.0, 56000.0]",47,col,48k - 56k
Albay,"(56000.0, 64000.0]",26,col,56k - 64k
Albay,"(64000.0, 72000.0]",29,col,64k - 72k
Albay,"(72000.0, 80000.0]",15,col,72k - 80k
Albay,"(-0.001, 17000.0]",96,income,0k - 17k
Albay,"(17000.0, 34000.0]",581,income,17k - 34k
Albay,"(34000.0, 51000.0]",399,income,34k - 51k
Albay,"(51000.0, 68000.0]",160,income,51k - 68k
Albay,"(68000.0, 85000.0]",75,income,68k - 85k
Albay,"(85000.0, 102000.0]",43,income,85k - 102k
Albay,"(102000.0, 119000.0]",35,income,102k - 119k
Albay,"(119000.0, 136000.0]",22,income,119k - 136k
Albay,"(136000.0, 153000.0]",17,income,136k - 153k
Albay,"(153000.0, 170000.0]",9,income,153k - 170k
Albay,"(-0.001, 6000.0]",497,transport,0k - 6k
Albay,"(6000.0, 12000.0]",384,transport,6k - 12k
Albay,"(12000.0, 18000.0]",246,transport,12k - 18k
Albay,"(18000.0, 24000.0]",125,transport,18k - 24k
Albay,"(24000.0, 30000.0]",73,transport,24k - 30k
Albay,"(30000.0, 36000.0]",47,transport,30k - 36k
Albay,"(36000.0, 42000.0]",26,transport,36k - 42k
Albay,"(42000.0, 48000.0]",23,transport,42k - 48k
Albay,"(48000.0, 54000.0]",13,transport,48k - 54k
Albay,"(54000.0, 60000.0]",6,transport,54k - 60k
Antique,"(9999.999, 29000.0]",27,food,9k - 29k
Antique,"(29000.0, 48000.0]",190,food,29k - 48k
Antique,"(48000.0, 67000.0]",340,food,48k - 67k
Antique,"(67000.0, 86000.0]",331,food,67k - 86k
Antique,"(86000.0, 105000.0]",259,food,86k - 105k
Antique,"(105000.0, 124000.0]",156,food,105k - 124k
Antique,"(124000.0, 143000.0]",87,food,124k - 143k
Antique,"(143000.0, 162000.0]",47,food,143k - 162k
Antique,"(162000.0, 181000.0]",32,food,162k - 181k
Antique,"(181000.0, 200000.0]",16,food,181k - 200k
Antique,"(-0.001, 13000.0]",172,housing,0k - 13k
Antique,"(13000.0, 26000.0]",539,housing,13k - 26k
Antique,"(26000.0, 39000.0]",364,housing,26k - 39k
Antique,"(39000.0, 52000.0]",166,housing,39k - 52k
Antique,"(52000.0, 65000.0]",95,housing,52k - 65k
Antique,"(65000.0, 78000.0]",52,housing,65k - 78k
Antique,"(78000.0, 91000.0]",45,housing,78k - 91k
Antique,"(91000.0, 104000.0]",31,housing,91k - 104k
Antique,"(104000.0, 117000.0]",18,housing,104k - 117k
Antique,"(117000.0, 130000.0]",7,housing,117k - 130k
Antique,"(-0.001, 9000.0]",70,col,0k - 9k
Antique,"(9000.0, 18000.0]",481,col,9k - 18k
Antique,"(18000.0, 27000.0]",480,col,18k - 27k
Antique,"(27000.0, 36000.0]",223,col,27k - 36k
Antique,"(36000.0, 45000.0]",98,col,36k - 45k
Antique,"(45000.0, 54000.0]",58,col,45k - 54k
Antique,"(54000.0, 63000.0]",39,col,54k - 63k
Antique,"(63000.0, 72000.0]",20,col,63k - 72k
Antique,"(72000.0, 81000.0]",14,col,72k - 81k
Antique,"(81000.0, 90000.0]",17,col,81k - 90k
Antique,"(-0.001, 20000.0]",269,income,0k - 20k
Antique,"(20000.0, 40000.0]",617,income,20k - 40k
Antique,"(40000.0, 60000.0]",286,income,40k - 60k
Antique,"(60000.0, 80000.0]",122,income,60k - 80k
Antique,"(80000.0, 100000.0]",83,income,80k - 100k
Antique,"(100000.0, 120000.0]",36,income,100k - 120k
Antique,"(120000.0, 140000.0]",24,income,120k - 140k
Antique,"(140000.0, 160000.0]",24,income,140k - 160k
Antique,"(160000.0, 180000.0]",15,income,160k - 180k
Antique,"(180000.0, 200000.0]",13,income,180k - 200k
Antique,"(-0.001, 6000.0]",617,transport,0k - 6k
Antique,"(6000.0, 12000.0]",400,transport,6k - 12k
Antique,"(12000.0, 18000.0]",215,transport,12k - 18k
Antique,"(18000.0, 24000.0]",112,transport,18k - 24k
Antique,"(24000.0, 30000.0]",48,transport,24k - 30k
Antique,"(30000.0, 36000.0]",34,transport,30k - 36k
Antique,"(36000.0, 42000.0]",28,transport,36k - 42k
Antique,"(42000.0, 48000.0]",14,transport,42k - 48k
Antique,"(48000.0, 54000.0]",16,transport,48k - 54k
Antique,"(54000.0, 60000.0]",3,transport,54k - 60k
Apayao,"(19999.999, 43000.0]",34,food,19k - 43k
Apayao,"(43000.0, 66000.0]",53,food,43k - 66k
Apayao,"(66000.0, 89000.0]",124,food,66k - 89k
Apayao,"(89000.0, 112000.0]",165,food,89k - 112k
Apayao,"(112000.0, 135000.0]",144,food,112k - 135k
Apayao,"(135000.0, 158000.0]",86,food,135k - 158k
Apayao,"(158000.0, 181000.0]",41,food,158k - 181k
Apayao,"(181000.0, 204000.0]",32,food,181k - 204k
Apayao,"(204000.0, 227000.0]",13,food,204k - 227k
Apayao,"(227000.0, 250000.0]",11,food,227k - 250k
Apayao,"(-0.001, 11000.0]",36,housing,0k - 11k
Apayao,"(11000.0, 22000.0]",163,housing,11k - 22k
Apayao,"(22000.0, 33000.0]",185,housing,22k - 33k
Apayao,"(33000.0, 44000.0]",129,housing,33k - 44k
Apayao,"(44000.0, 55000.0]",66,housing,44k - 55k
Apayao,"(55000.0, 66000.0]",55,housing,55k - 66k
Apayao,"(66000.0, 77000.0]",24,housing,66k - 77k
Apayao,"(77000.0, 88000.0]",22,housing,77k - 88k
Apayao,"(88000.0, 99000.0]",6,housing,88k - 99k
Apayao,"(99000.0, 110000.0]",15,housing,99k - 110k
Apayao,"(-0.001, 8000.0]",8,col,0k - 8k
Apayao,"(8000.0, 16000.0]",71,col,8k - 16k
Apayao,"(16000.0, 24000.0]",188,col,16k - 24k
Apayao,"(24000.0, 32000.0]",204,col,24k - 32k
Apayao,"(32000.0, 40000.0]",124,col,32k - 40k
Apayao,"(40000.0, 48000.0]",53,col,40k - 48k
Apayao,"(48000.0, 56000.0]",22,col,48k - 56k
Apayao,"(56000.0, 64000.0]",17,col,56k - 64k
Apayao,"(64000.0, 72000.0]",14,col,64k - 72k
Apayao,"(72000.0, 80000.0]",3,col,72k - 80k
Apayao,"(-0.001, 23000.0]",80,income,0k - 23k
Apayao,"(23000.0, 46000.0]",336,income,23k - 46k
Apayao,"(46000.0, 69000.0]",138,income,46k - 69k
Apayao,"(69000.0, 92000.0]",64,income,69k - 92k
Apayao,"(92000.0, 115000.0]",30,income,92k - 115k
Apayao,"(115000.0, 138000.0]",16,income,115k - 138k
Apayao,"(138000.0, 161000.0]",10,income,138k - 161k
Apayao,"(161000.0, 184000.0]",11,income,161k - 184k
Apayao,"(184000.0, 207000.0]",9,income,184k - 207k
Apayao,"(207000.0, 230000.0]",5,income,207k - 230k
Apayao,"(-0.001, 7000.0]",294,transport,0k - 7k
Apayao,"(7000.0, 14000.0]",237,transport,7k - 14k
Apayao,"(14000.0, 21000.0]",86,transport,14k - 21k
Apayao,"(21000.0, 28000.0]",34,transport,21k - 28k
Apayao,"(28000.0, 35000.0]",20,transport,28k - 35k
Apayao,"(35000.0, 42000.0]",13,transport,35k - 42k
Apayao,"(42000.0, 49000.0]",9,transport,42k - 49k
Apayao,"(49000.0, 56000.0]",3,transport,49k - 56k
Apayao,"(56000.0, 63000.0]",1,transport,56k - 63k
Apayao,"(63000.0, 70000.0]",7,transport,63k - 70k
Aurora,"(-0.001, 24000.0]",12,food,0k - 24k
Aurora,"(24000.0, 48000.0]",148,food,24k - 48k
Aurora,"(48000.0, 72000.0]",377,food,48k - 72k
Aurora,"(72000.0, 96000.0]",347,food,72k - 96k
Aurora,"(96000.0, 120000.0]",246,food,96k - 120k
Aurora,"(120000.0, 144000.0]",142,food,120k - 144k
Aurora,"(144000.0, 168000.0]",89,food,144k - 168k
Aurora,"(168000.0, 192000.0]",66,food,168k - 192k
Aurora,"(192000.0, 216000.0]",46,food,192k - 216k
Aurora,"(216000.0, 240000.0]",28,food,216k - 240k
Aurora,"(-0.001, 12000.0]",61,housing,0k - 12k
Aurora,"(12000.0, 24000.0]",504,housing,12k - 24k
Aurora,"(24000.0, 36000.0]",396,housing,24k - 36k
Aurora,"(36000.0, 48000.0]",196,housing,36k - 48k
Aurora,"(48000.0, 60000.0]",116,housing,48k - 60k
Aurora,"(60000.0, 72000.0]",78,housing,60k - 72k
Aurora,"(72000.0, 84000.0]",38,housing,72k - 84k
Aurora,"(84000.0, 96000.0]",55,housing,84k - 96k
Aurora,"(96000.0, 108000.0]",34,housing,96k - 108k
Aurora,"(108000.0, 120000.0]",20,housing,108k - 120k
Aurora,"(-0.001, 9000.0]",43,col,0k - 9k
Aurora,"(9000.0, 18000.0]",400,col,9k - 18k
Aurora,"(18000.0, 27000.0]",480,col,18k - 27k
Aurora,"(27000.0, 36000.0]",242,col,27k - 36k
Aurora,"(36000.0, 45000.0]",141,col,36k - 45k
Aurora,"(45000.0, 54000.0]",83,col,45k - 54k
Aurora,"(54000.0, 63000.0]",45,col,54k - 63k
Aurora,"(63000.0, 72000.0]",41,col,63k - 72k
Aurora,"(72000.0, 81000.0]",24,col,72k - 81k
Aurora,"(81000.0, 90000.0]",13,col,81k - 90k
Aurora,"(-0.001, 18000.0]",135,income,0k - 18k
Aurora,"(18000.0, 36000.0]",666,income,18k - 36k
Aurora,"(36000.0, 54000.0]",340,income,36k - 54k
Aurora,"(54000.0, 72000.0]",140,income,54k - 72k
Aurora,"(72000.0, 90000.0]",78,income,72k - 90k
Aurora,"(90000.0, 108000.0]",62,income,90k - 108k
Aurora,"(108000.0, 126000.0]",28,income,108k - 126k
Aurora,"(126000.0, 144000.0]",26,income,126k - 144k
Aurora,"(144000.0, 162000.0]",16,income,144k - 162k
Aurora,"(162000.0, 180000.0]",11,income,162k - 180k
Aurora,"(-0.001, 6000.0]",405,transport,0k - 6k
Aurora,"(6000.0, 12000.0]",513,transport,6k - 12k
Aurora,"(12000.0, 18000.0]",292,transport,12k - 18k
Aurora,"(18000.0, 24000.0]",139,transport,18k - 24k
Aurora,"(24000.0, 30000.0]",67,transport,24k - 30k
Aurora,"(30000.0, 36000.0]",45,transport,30k - 36k
Aurora,"(36000.0, 42000.0]",12,transport,36k - 42k
Aurora,"(42000.0, 48000.0]",15,transport,42k - 48k
Aurora,"(48000.0, 54000.0]",10,transport,48k - 54k
Aurora,"(54000.0, 60000.0]",13,transport,54k - 60k
Basilan,"(9999.999, 28000.0]",15,food,9k - 28k
Basilan,"(28000.0, 46000.0]",78,food,28k - 46k
Basilan,"(46000.0, 64000.0]",331,food,46k - 64k
Basilan,"(64000.0, 82000.0]",549,food,64k - 82k
Basilan,"(82000.0, 100000.0]",457,food,82k - 100k
Basilan,"(100000.0, 118000.0]",286,food,100k - 118k
Basilan,"(118000.0, 136000.0]",165,food,118k - 136k
Basilan,"(136000.0, 154000.0]",82,food,136k - 154k
Basilan,"(154000.0, 172000.0]",53,food,154k - 172k
Basilan,"(172000.0, 190000.0]",37,food,172k - 190k
Basilan,"(-0.001, 8000.0]",21,housing,0k - 8k
Basilan,"(8000.0, 16000.0]",559,housing,8k - 16k
Basilan,"(16000.0, 24000.0]",678,housing,16k - 24k
Basilan,"(24000.0, 32000.0]",386,housing,24k - 32k
Basilan,"(32000.0, 40000.0]",172,housing,32k - 40k
Basilan,"(40000.0, 48000.0]",94,housing,40k - 48k
Basilan,"(48000.0, 56000.0]",57,housing,48k - 56k
Basilan,"(56000.0, 64000.0]",39,housing,56k - 64k
Basilan,"(64000.0, 72000.0]",33,housing,64k - 72k
Basilan,"(72000.0, 80000.0]",17,housing,72k - 80k
Basilan,"(6000.0, 12000.0]",120,col,6k - 12k
Basilan,"(12000.0, 18000.0]",681,col,12k - 18k
Basilan,"(18000.0, 24000.0]",673,col,18k - 24k
Basilan,"(24000.0, 30000.0]",310,col,24k - 30k
Basilan,"(30000.0, 36000.0]",122,col,30k - 36k
Basilan,"(36000.0, 42000.0]",74,col,36k - 42k
Basilan,"(42000.0, 48000.0]",44,col,42k - 48k
Basilan,"(48000.0, 54000.0]",28,col,48k - 54k
Basilan,"(54000.0, 60000.0]",22,col,54k - 60k
Basilan,"(-0.001, 11000.0]",9,income,0k - 11k
Basilan,"(11000.0, 22000.0]",310,income,11k - 22k
Basilan,"(22000.0, 33000.0]",874,income,22k - 33k
Basilan,"(33000.0, 44000.0]",469,income,33k - 44k
Basilan,"(44000.0, 55000.0]",176,income,44k - 55k
Basilan,"(55000.0, 66000.0]",77,income,55k - 66k
Basilan,"(66000.0, 77000.0]",55,income,66k - 77k
Basilan,"(77000.0, 88000.0]",52,income,77k - 88k
Basilan,"(88000.0, 99000.0]",24,income,88k - 99k
Basilan,"(99000.0, 110000.0]",14,income,99k - 110k
Basilan,"(-0.001, 4000.0]",548,transport,0k - 4k
Basilan,"(4000.0, 8000.0]",579,transport,4k - 8k
Basilan,"(8000.0, 12000.0]",433,transport,8k - 12k
Basilan,"(12000.0, 16000.0]",226,transport,12k - 16k
Basilan,"(16000.0, 20000.0]",132,transport,16k - 20k
Basilan,"(20000.0, 24000.0]",65,transport,20k - 24k
Basilan,"(24000.0, 28000.0]",38,transport,24k - 28k
Basilan,"(28000.0, 32000.0]",15,transport,28k - 32k
Basilan,"(32000.0, 36000.0]",14,transport,32k - 36k
Basilan,"(36000.0, 40000.0]",11,transport,36k - 40k
Bataan,"(-0.001, 26000.0]",11,food,0k - 26k
Bataan,"(26000.0, 52000.0]",100,food,26k - 52k
